card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId,has_direct,cheap_ship,direct_price,cheap_price,cheap_seller,mp_head
Pensive Professor (Extended Art),1.09,0.59,0.27,-45.87155963302753,-75.22935779816514,801.0,live,0.531,-53.66605504587157,$1-2,,686627,True,1.49,0.69,0.69,,0.27
"Crimson Cowl, Master of Evil",0.85,0.99,0.34,16.47058823529412,-60.0,681.0,live,0.891,-0.3011764705882361,$0-1,0.64,697253,True,1.49,0.71,0.71,,0.64
Assassin's Trophy,0.69,1.49,0.26,115.94202898550728,-62.31884057971014,996.0,live,1.341,84.8463768115942,$0-1,0.68,687603,True,1.49,0.71,0.71,,0.68
Homunculus Horde,1.5,2.29,0.15,52.66666666666667,-90.0,802.0,live,2.061,30.682666666666663,$1-2,0.35,589459,True,1.49,0.48,0.48,,0.35
Scute Swarm,9.29,12.99,7.08,39.82777179763188,-23.789020452099024,722.0,live,11.691,19.692572658772875,$5-10,7.52,222131,True,1.3,6.81,7.02,,7.52
"Maha, Its Feathers Night",21.83,23.99,20.81,9.89464040311498,-4.672469079248739,701.0,live,21.590999999999998,-5.930187814933581,$20-50,20.58,558342,True,0.99,19.71,20.0,,20.58
"Daredevil, Man Without Fear (Borderless) (0324)",3.88,4.99,3.1,28.60824742268042,-20.10309278350515,710.0,live,4.4910000000000005,10.08865979381444,$2-5,,696485,True,1.49,2.69,2.69,,3.1
Petrified Hamlet (Extended Art),1.37,1.99,0.25,45.255474452554736,-81.75182481751825,838.0,live,1.791,24.33868613138685,$1-2,,688978,True,1.49,0.8,0.8,,0.25
Flickering Ward,0.37,0.49,0.15,32.432432432432435,-59.45945945945946,1104.0,live,0.441,13.36216216216216,$0-1,0.48,687352,True,1.49,0.2,0.2,,0.48
Aven Interrupter,3.32,3.99,3.0,20.18072289156628,-9.638554216867464,829.0,live,3.591,2.8746987951807355,$2-5,3.21,544403,True,1.49,2.28,2.28,,3.21
"Wolverine, Claws Out",9.62,10.99,8.32,14.241164241164253,-13.513513513513503,664.0,live,9.891,-2.209563409563408,$5-10,10.39,697399,True,0.0,7.0,8.49,,10.39
Dragonstorm Globe,0.31,0.35,0.15,12.903225806451609,-51.61290322580645,1049.0,live,0.315,-3.354838709677426,$0-1,0.21,624914,True,1.49,0.1,0.1,,0.21
Arcbound Ravager (Borderless),2.9,5.99,3.02,106.55172413793106,4.137931034482762,831.0,live,5.391,76.80827586206898,$2-5,,679208,True,1.49,1.19,2.47,,3.02
Harmonized Trio (Extended Art),1.25,1.79,0.2,43.2,-84.00000000000001,763.0,live,1.611,22.579200000000004,$1-2,,688685,True,1.49,0.57,0.57,,0.2
Extinction Event (Borderless),2.65,2.79,1.66,5.283018867924533,-37.35849056603774,691.0,live,2.511,-9.877735849056595,$2-5,,668471,True,1.49,1.7,1.99,,1.66
"Abomination, Terrifying Titan (Borderless)",0.23,0.35,0.15,52.17391304347825,-34.78260869565218,832.0,live,0.315,30.260869565217373,$0-1,,696577,True,1.49,0.04,0.04,,0.15
The Scarab God,3.39,4.49,3.12,32.448377581120944,-7.964601769911504,729.0,live,4.041,13.375811209439528,$2-5,3.38,615032,True,1.49,2.48,2.48,,3.38
Baleful Strix,0.95,2.49,0.97,162.10526315789477,2.105263157894739,900.0,live,2.241,124.3621052631579,$0-1,1.0,631279,True,1.49,0.92,0.92,,1.0
Three Visits,4.68,7.49,4.8,60.04273504273505,2.5641025641025665,693.0,live,6.7410000000000005,36.9965811965812,$2-5,4.8,687584,True,0.0,3.99,5.24,,4.8
Kaalia of the Vast,2.33,2.79,1.56,19.742489270386265,-33.047210300429185,794.0,live,2.511,2.499570815450647,$2-5,,552317,True,1.49,1.0,1.0,,1.56
"Hulk, Strongest There Is",4.45,5.49,3.26,23.370786516853933,-26.74157303370788,671.0,live,4.941000000000001,5.605393258426964,$2-5,3.51,697387,True,1.49,2.72,2.93,,3.51
Devil Dinosaur,41.78,44.99,40.01,7.683101962661562,-4.23647678314984,661.0,live,40.491,-7.823264719961706,$20-50,40.25,697383,True,0.0,37.24,38.94,,40.25
"Squall, SeeD Mercenary",0.89,0.99,0.15,11.235955056179773,-83.14606741573034,741.0,live,0.891,-4.782022471910117,$0-1,0.5,631012,True,1.49,0.44,0.44,,0.5
Island (0254),0.42,0.49,0.15,16.666666666666668,-64.28571428571429,1975.0,live,0.441,-0.1333333333333345,$0-1,,657783,True,1.49,0.2,0.2,,0.15
Frostcliff Siege,2.16,2.99,1.77,38.42592592592592,-18.05555555555556,709.0,live,2.6910000000000003,18.492592592592583,$2-5,2.3,623884,True,1.49,1.5,1.5,,2.3
Waterbender Ascension,0.79,0.99,0.41,25.31645569620252,-48.10126582278482,742.0,live,0.891,7.270886075949358,$0-1,0.76,662402,True,1.49,0.47,0.47,,0.76
Deserted Temple,0.52,1.49,0.23,186.53846153846152,-55.76923076923077,922.0,live,1.341,145.27692307692303,$0-1,0.5,552268,True,1.49,0.4,0.4,,0.5
Thousand Moons Smithy,3.71,5.49,1.77,47.97843665768195,-52.2911051212938,740.0,live,4.941000000000001,26.66954177897574,$2-5,,525625,True,1.49,1.2,2.28,,1.77
Champions of the Perfect,0.95,1.49,0.15,56.842105263157904,-84.21052631578947,763.0,live,1.341,34.25684210526315,$0-1,0.75,671082,True,1.49,0.74,0.74,,0.75
"Terra, Magical Adept",1.71,2.49,1.55,45.61403508771932,-9.356725146198826,738.0,live,2.241,24.64561403508772,$1-2,,631013,True,1.49,1.49,1.49,,1.55
The Warring Triad,0.63,0.99,0.51,57.14285714285714,-19.047619047619047,1036.0,live,0.891,34.514285714285705,$0-1,0.65,631210,True,3.99,0.43,0.43,,0.65
Port Razer,1.12,2.49,1.01,122.32142857142856,-9.82142857142858,1011.0,live,2.241,90.30714285714284,$1-2,1.01,525742,True,1.49,0.74,1.14,,1.01
Colossal Skyturtle,0.5,0.59,0.33,17.999999999999993,-34.0,1040.0,live,0.531,1.007999999999987,$0-1,,262770,True,1.49,0.42,0.42,,0.33
Chaos Warp,0.38,0.99,0.2,160.52631578947367,-47.368421052631575,1056.0,live,0.891,123.01052631578946,$0-1,0.36,687360,True,1.49,0.35,0.35,,0.36
Desynchronization,5.0,8.99,4.42,79.80000000000001,-11.6,736.0,live,8.091000000000001,53.90879999999999,$5-10,5.62,556388,True,1.49,4.29,4.29,,5.62
Siege Smash,0.28,0.39,0.15,39.28571428571428,-46.42857142857144,1035.0,live,0.35100000000000003,19.228571428571424,$0-1,0.16,553303,True,1.49,0.09,0.09,,0.16
"Tigra, Feline Fury",0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1272.0,live,0.315,36.18181818181817,$0-1,0.15,696311,True,1.49,0.1,0.1,,0.15
Manifold Key,1.57,2.49,1.35,58.59872611464969,-14.012738853503182,721.0,live,2.241,35.76050955414012,$1-2,1.62,273376,True,1.49,1.5,1.5,,1.62
Mesa Enchantress,0.67,0.99,0.45,47.761194029850735,-32.83582089552239,794.0,live,0.891,26.483582089552225,$0-1,0.73,457159,True,1.49,0.48,0.48,,0.73
Isolated Chapel,0.44,0.99,0.31,125.0,-29.545454545454547,836.0,live,0.891,92.6,$0-1,0.31,631324,True,1.49,0.29,0.29,,0.31
Breach the Multiverse,10.68,17.99,10.36,68.44569288389512,-2.996254681647943,684.0,live,16.191,44.18951310861422,$10-20,10.1,484548,True,1.49,8.0,8.0,,10.1
Does Machines,0.55,0.49,0.15,-10.90909090909092,-72.72727272727273,1115.0,live,0.441,-23.73818181818183,$0-1,0.46,673592,True,1.49,0.27,0.27,,0.46
Drowned Catacomb,1.64,2.79,1.57,70.1219512195122,-4.26829268292682,912.0,live,2.511,45.62439024390245,$1-2,1.11,631318,True,1.49,0.99,0.99,,1.11
Exhibition Tidecaller (Extended Art),1.24,0.99,0.47,-20.161290322580648,-62.096774193548384,786.0,live,0.891,-31.65806451612904,$1-2,,686625,True,1.49,1.0,1.0,,0.47
"Squall Leonhart - Danitha Capashen, Paragon (Showcase)",0.51,0.69,0.15,35.29411764705881,-70.58823529411764,713.0,live,0.621,15.81176470588234,$0-1,,632169,True,1.49,0.25,0.25,,0.15
Terminate,0.4,0.69,0.27,72.49999999999997,-32.5,829.0,live,0.621,47.65999999999998,$0-1,0.3,556347,True,1.49,0.2,0.2,,0.3
Spell Pierce (JP Alternate Art),1.76,2.49,1.93,41.47727272727274,9.659090909090905,811.0,live,2.241,21.10454545454545,$1-2,,688962,True,1.49,1.0,1.0,,1.93
Kinetic Ooze,0.38,0.49,0.15,28.947368421052627,-60.526315789473685,870.0,live,0.441,10.378947368421048,$0-1,0.19,687379,True,1.49,0.2,0.2,,0.19
Path of Ancestry,0.34,0.35,0.15,2.9411764705882213,-55.88235294117647,1147.0,live,0.315,-11.882352941176483,$0-1,0.15,631295,True,1.49,0.13,0.13,,0.15
Lyra Dawnbringer (0707),0.62,2.79,0.64,350.0,3.2258064516129057,1113.0,live,2.511,285.2,$0-1,,589350,True,3.99,0.51,0.51,,0.64
Bruenor Battlehammer,0.92,1.79,0.66,94.56521739130434,-28.26086956521739,734.0,live,1.611,66.54782608695652,$0-1,0.68,239364,True,1.49,0.88,0.88,,0.68
Goblin Matron,0.26,0.49,0.15,88.46153846153845,-42.30769230769232,1009.0,live,0.441,61.32307692307691,$0-1,0.2,461961,True,1.49,0.1,0.1,,0.2
Arcane Signet (0332),0.51,1.29,0.46,152.94117647058826,-9.803921568627448,925.0,live,1.161,116.51764705882354,$0-1,,631162,True,1.49,0.4,0.4,,0.46
Skyshroud Claim,0.97,1.49,0.9,53.608247422680414,-7.2164948453608195,1036.0,live,1.341,31.488659793814428,$0-1,0.99,642001,True,1.49,0.83,0.83,,0.99
"Sothera, the Supervoid",1.85,2.49,1.28,34.594594594594604,-30.81081081081081,778.0,live,2.241,15.212972972972969,$1-2,1.76,638899,True,1.49,0.75,1.73,,1.76
Bygone Colossus,0.3,0.59,0.15,96.66666666666669,-50.0,807.0,live,0.531,68.34666666666665,$0-1,0.25,641874,True,1.49,0.16,0.16,,0.25
Bleachbone Verge,11.14,13.99,7.29,25.5834829443447,-34.56014362657092,750.0,live,12.591000000000001,7.499461400359067,$10-20,,614401,True,2.0,6.25,6.25,,7.29
Soul Warden,4.03,4.49,2.44,11.414392059553348,-39.45409429280397,771.0,live,4.041,-4.629280397022334,$2-5,2.75,32731,True,1.49,1.75,1.75,,2.75
Loki's Scepter,5.08,8.49,5.15,67.1259842519685,1.3779527559055174,780.0,live,7.641,43.05984251968504,$5-10,5.96,697290,True,1.49,3.9,4.94,,5.96
"Bushmaster, Coiled Henchman",0.9,0.99,0.41,9.999999999999996,-54.44444444444445,813.0,live,0.891,-5.840000000000005,$0-1,0.62,697380,True,1.49,0.69,0.69,,0.62
"Teval, the Balanced Scale (Borderless)",5.92,12.99,6.08,119.42567567567568,2.7027027027027053,760.0,live,11.691,87.82837837837837,$5-10,,619670,True,1.49,2.44,3.3,,6.08
"Baylen, the Haymaker",0.82,1.29,0.19,57.317073170731724,-76.82926829268291,758.0,live,1.161,34.66341463414636,$0-1,0.75,559115,True,1.49,0.57,0.57,,0.75
Goblin War Strike,1.96,1.29,0.38,-34.18367346938776,-80.61224489795919,741.0,live,1.161,-43.66122448979591,$1-2,,10917,True,1.49,0.91,0.91,,0.38
Wight of the Reliquary,0.58,1.29,0.17,122.41379310344828,-70.68965517241378,763.0,live,1.161,90.38620689655176,$0-1,0.41,687659,True,1.49,0.39,0.39,,0.41
Spark Double,8.29,9.99,7.5,20.50663449939688,-9.529553679131476,660.0,live,8.991,3.15367913148372,$5-10,7.59,188468,True,0.0,5.99,7.5,,7.59
Villainous Wrath,0.58,1.49,0.21,156.89655172413794,-63.793103448275865,756.0,live,1.341,119.90344827586208,$0-1,0.24,652457,True,1.49,0.44,0.44,,0.24
Multiversal Passage (Borderless),6.92,11.99,5.21,73.26589595375724,-24.710982658959537,807.0,live,10.791,48.31560693641618,$5-10,,646684,True,1.5,5.25,5.25,,5.21
Risky Shortcut,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,840.0,live,0.441,44.63448275862069,$0-1,0.25,616085,True,1.49,0.1,0.1,,0.25
Postmortem Professor,0.18,0.49,0.15,172.22222222222223,-16.666666666666664,843.0,live,0.441,133.0222222222222,$0-1,0.24,689105,True,1.49,0.01,0.01,,0.24
Bloated Contaminator,3.81,4.49,2.86,17.847769028871397,-24.934383202099745,737.0,live,4.041,0.8776902887139143,$2-5,,478328,True,1.49,1.5,2.47,,2.86
"SP//dr, Piloted by Peni (Borderless)",0.35,0.35,0.15,0.0,-57.14285714285714,716.0,live,0.315,-14.400000000000002,$0-1,,652642,True,1.49,0.2,0.2,,0.15
Forest (0286),0.29,0.49,0.15,68.96551724137932,-48.27586206896552,2825.0,live,0.441,44.63448275862069,$0-1,,696366,True,1.49,0.1,0.1,,0.15
Forest (271) - Full Art,1.05,1.99,0.5700000000000001,89.52380952380952,-45.71428571428572,1774.0,live,1.791,62.23238095238095,$1-2,,475523,True,1.49,0.51,0.51,,0.5700000000000001
"Mazirek, Kraul Death Priest",0.36,0.49,0.15,36.11111111111112,-58.333333333333336,897.0,live,0.441,16.51111111111111,$0-1,0.25,687639,True,1.49,0.28,0.28,,0.25
Plains (0296),0.25,0.49,0.15,96.0,-40.0,2124.0,live,0.441,67.776,$0-1,,630881,True,1.49,0.06,0.06,,0.15
Elvish Piper,1.38,2.49,0.94,80.43478260869567,-31.88405797101449,946.0,live,2.241,54.45217391304349,$1-2,1.29,499711,True,1.49,1.25,1.25,,1.29
Sakura-Tribe Elder,0.34,0.99,0.26,191.17647058823525,-23.529411764705884,1096.0,live,0.891,149.2470588235294,$0-1,0.31,687569,True,1.49,0.3,0.3,,0.31
Swarmyard,6.07,5.99,2.9,-1.3179571663920933,-52.22405271828666,795.0,live,5.391,-15.528171334431637,$5-10,4.96,560030,True,1.49,4.01,4.09,,4.96
"Sokka, Tenacious Tactician",0.57,0.49,0.15,-14.03508771929824,-73.68421052631578,761.0,live,0.441,-26.41403508771929,$0-1,0.46,660606,True,1.49,0.2,0.2,,0.46
Bloodline Pretender,1.73,2.49,0.98,43.9306358381503,-43.35260115606936,1058.0,live,2.241,23.20462427745665,$1-2,,230215,True,1.49,1.14,1.14,,0.98
Technodrome,1.72,4.49,0.72,161.046511627907,-58.13953488372093,722.0,live,4.041,123.4558139534884,$1-2,1.46,673660,True,1.49,1.47,1.47,,1.46
Drown in Dreams,2.2,1.99,1.05,-9.545454545454552,-52.27272727272727,855.0,live,1.791,-22.57090909090909,$2-5,1.29,553258,True,1.49,0.63,0.89,,1.29
Clock of Omens,3.96,5.99,2.08,51.26262626262626,-47.474747474747474,696.0,live,5.391,29.48080808080808,$2-5,,60035,True,1.49,2.4,2.4,,2.08
Waves of Aggression (Borderless),2.42,2.49,2.08,2.892561983471086,-14.0495867768595,714.0,live,2.241,-11.923966942148756,$2-5,,679195,True,1.49,1.85,1.85,,2.08
Unearth,0.64,1.29,0.47,101.5625,-26.562500000000007,1093.0,live,1.161,72.53750000000001,$0-1,0.54,191138,True,3.99,0.4,0.4,,0.54
Overwhelming Stampede,3.76,2.79,2.03,-25.797872340425528,-46.01063829787234,881.0,live,2.511,-36.48297872340424,$2-5,1.98,499762,True,1.49,1.68,2.08,,1.98
Vision Quest (Borderless),0.39,0.49,0.15,25.64102564102563,-61.53846153846154,757.0,live,0.441,7.54871794871794,$0-1,,696868,True,1.49,0.39,0.39,,0.15
Tectonic Hazard,0.49,1.29,0.15,163.26530612244898,-69.38775510204081,989.0,live,1.161,125.35510204081636,$0-1,0.38,526294,True,1.49,0.19,0.19,,0.38
The Coming of Galactus (Borderless),5.54,5.49,3.0,-0.9025270758122712,-45.84837545126354,684.0,live,4.941000000000001,-15.172563176895308,$5-10,,668480,True,1.49,3.35,3.35,,3.0
Lotus Cobra,5.99,7.49,5.4,25.041736227045075,-9.849749582637726,668.0,live,6.7410000000000005,7.035726210350577,$5-10,5.39,559826,True,0.0,4.76,5.75,,5.39
"Nick Fury, Agent of S.H.I.E.L.D. (Borderless) (0357)",3.14,4.49,2.08,42.99363057324841,-33.75796178343949,656.0,live,4.041,22.40254777070064,$2-5,,696541,True,1.49,2.08,2.49,,2.08
"Phlage, Titan of Fire's Fury",3.56,6.99,3.0700000000000003,96.34831460674158,-13.764044943820217,858.0,live,6.291,68.07415730337078,$2-5,3.33,552633,True,1.49,2.45,2.92,,3.33
Lucky the Pizza Dog,1.83,3.49,1.56,90.7103825136612,-14.754098360655735,754.0,live,3.1410000000000005,63.248087431694,$1-2,2.1,693576,True,1.49,1.18,1.18,,2.1
Exquisite Blood,36.45,42.99,34.64,17.942386831275716,-4.965706447187934,654.0,live,38.691,0.95868312757202,$20-50,36.1,525752,True,0.0,31.64,32.0,,36.1
Weather Maker,0.58,0.49,0.15,-15.51724137931034,-74.13793103448275,807.0,live,0.441,-27.68275862068965,$0-1,0.53,673668,True,1.49,0.25,0.25,,0.53
Battlefield Forge,0.26,0.69,0.19,165.38461538461536,-26.923076923076927,859.0,live,0.621,127.16923076923077,$0-1,0.39,624204,True,1.49,0.14,0.14,,0.39
Command Tower,0.46,0.69,0.25,49.99999999999999,-45.65217391304349,1107.0,live,0.621,28.39999999999998,$0-1,0.25,687664,True,1.49,0.3,0.3,,0.25
Artful Dodge,0.5,0.79,0.36,58.00000000000001,-28.000000000000004,781.0,live,0.7110000000000001,35.24800000000001,$0-1,,57854,False,1.49,,0.33,335020,0.36
"Kingpin, Wilson Fisk",2.22,3.49,2.03,57.2072072072072,-8.558558558558575,780.0,live,3.1410000000000005,34.569369369369376,$2-5,2.19,697261,True,1.49,1.18,1.18,,2.19
Secret Invasion (Borderless),0.45,0.49,0.15,8.888888888888884,-66.66666666666667,770.0,live,0.441,-6.791111111111118,$0-1,,696281,True,1.49,0.28,0.28,,0.15
"Zimone, Paradox Sculptor",3.11,5.99,2.84,92.60450160771704,-8.681672025723474,661.0,live,5.391,64.8694533762058,$2-5,3.61,591796,True,3.99,1.0,2.49,,3.61
Broodguard Elite,0.25,0.35,0.15,39.99999999999999,-40.0,747.0,live,0.315,19.83999999999999,$0-1,0.25,644597,True,1.49,0.1,0.1,,0.25
Springleaf Parade (Extended Art),9.26,14.99,7.81,61.87904967602592,-15.658747300215984,707.0,live,13.491,38.56846652267819,$5-10,,671533,True,0.0,6.69,8.75,,7.81
Brass's Tunnel-Grinder,3.6,4.99,3.52,38.61111111111112,-2.222222222222224,682.0,live,4.4910000000000005,18.65111111111112,$2-5,,525084,True,1.49,3.09,3.09,,3.52
Traumatic Critique (Extended Art),2.55,1.29,0.6,-49.41176470588235,-76.47058823529412,786.0,live,1.161,-56.69647058823528,$2-5,,688480,True,1.49,0.85,0.85,,0.6
Honor,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1033.0,live,0.441,44.63448275862069,$0-1,0.15,643962,True,1.49,0.1,0.1,,0.15
Fiery Emancipation,13.48,11.99,11.67,-11.053412462908014,-13.427299703264095,648.0,live,10.791,-23.861721068249267,$10-20,11.2,512393,True,0.0,11.67,12.8,,11.2
Sorin of House Markov,2.88,4.99,1.53,73.2638888888889,-46.87499999999999,811.0,live,4.4910000000000005,48.3138888888889,$2-5,,552341,True,1.49,2.32,2.32,,1.53
Pariah,2.23,2.49,1.39,11.659192825112118,-37.668161434977584,780.0,live,2.241,-4.419730941704035,$2-5,1.97,544871,True,1.49,0.99,0.99,,1.97
Conduit of Ruin,5.52,6.49,3.97,17.572463768115956,-28.079710144927528,707.0,live,5.841,0.642028985507253,$5-10,4.42,104997,True,1.49,3.0,3.2,,4.42
Lifeblood Hydra,0.49,0.49,0.15,0.0,-69.38775510204081,1099.0,live,0.441,-14.400000000000002,$0-1,0.47,687529,True,1.49,0.26,0.26,,0.47
"Rev, Tithe Extractor (Anime)",21.05,32.99,19.01,56.722090261282666,-9.691211401425171,688.0,live,29.691000000000003,34.15410926365796,$20-50,,590679,True,1.29,19.39,19.39,,19.01
Heritage Reclamation,0.37,0.99,0.15,167.56756756756758,-59.45945945945946,1341.0,live,0.891,129.03783783783786,$0-1,0.24,624376,True,1.49,0.19,0.19,,0.24
Swamp (297) - JP Full Art,4.81,6.49,3.94,34.92723492723494,-18.08731808731808,1218.0,live,5.841,15.497713097713106,$2-5,,257680,True,1.49,3.01,3.93,,3.94
Rampant Growth,0.42,1.29,0.39,207.1428571428572,-7.142857142857137,1717.0,live,1.161,162.91428571428577,$0-1,0.36,631199,True,1.49,0.39,0.39,,0.36
Recruiter of the Guard,5.79,8.49,5.17,46.63212435233161,-10.70811744386874,725.0,live,7.641,25.51709844559585,$5-10,5.32,552834,True,1.49,4.1,4.1,,5.32
Weather the Storm,1.11,2.29,1.15,106.30630630630628,3.6036036036035854,2005.0,live,2.061,76.59819819819819,$1-2,1.25,191064,True,1.49,0.4,0.4,,1.25
Flare of Cultivation,0.62,0.79,0.15,27.419354838709687,-75.80645161290323,1069.0,live,0.7110000000000001,9.070967741935494,$0-1,0.49,541270,True,1.49,0.3,0.3,,0.49
Kor Spiritdancer,0.37,1.29,0.2,248.64864864864865,-45.94594594594594,1400.0,live,1.161,198.44324324324327,$0-1,,687434,True,1.49,0.33,0.33,,0.2
Accumulate Wisdom,0.3,0.69,0.15,129.99999999999997,-50.0,1125.0,live,0.621,96.88,$0-1,0.2,662604,True,1.49,0.15,0.15,,0.2
Grave Venerations,0.56,0.69,0.5700000000000001,23.21428571428569,1.785714285714287,1152.0,live,0.621,5.471428571428551,$0-1,0.68,671125,True,1.49,0.05,0.05,,0.68
Heaped Harvest,0.31,0.35,0.15,12.903225806451609,-51.61290322580645,1013.0,live,0.315,-3.354838709677426,$0-1,0.19,559774,True,1.49,0.05,0.05,,0.19
Shivan Reef,0.36,0.99,0.26,175.0,-27.77777777777777,1267.0,live,0.891,135.4,$0-1,0.25,624216,True,1.49,0.27,0.27,,0.25
"Jadzi, Steward of Fate",0.19,0.49,0.15,157.89473684210526,-21.052631578947373,843.0,live,0.441,120.75789473684208,$0-1,,688732,True,1.49,0.1,0.1,,0.15
"Etali, Primal Storm",0.45,0.99,0.32,120.0,-28.888888888888893,883.0,live,0.891,88.32,$0-1,0.43,559824,True,1.49,0.45,0.45,,0.43
Templar Knight,2.94,3.99,0.66,35.71428571428573,-77.55102040816327,1853.0,live,3.591,16.17142857142858,$2-5,1.91,555796,True,1.49,1.0,1.0,,1.91
Counterspell,3.39,3.99,2.39,17.69911504424779,-29.49852507374631,994.0,live,3.591,0.75044247787611,$2-5,2.54,457501,True,1.49,2.01,2.01,,2.54
Reconnaissance Mission,1.26,1.99,0.52,57.93650793650793,-58.730158730158735,684.0,live,1.791,35.1936507936508,$1-2,0.75,212181,True,1.49,0.65,0.65,,0.75
Island (0297),0.23,0.49,0.15,113.04347826086956,-34.78260869565218,2203.0,live,0.441,82.36521739130434,$0-1,,630882,True,1.49,0.1,0.1,,0.15
Archmage Emeritus,0.45,1.79,0.46,297.77777777777777,2.222222222222224,961.0,live,1.611,240.4977777777778,$0-1,0.48,687389,True,1.49,0.48,0.48,,0.48
Snuff Out,6.11,8.99,6.11,47.135842880523725,0.0,965.0,live,8.091000000000001,25.9482815057283,$5-10,6.32,631256,True,0.0,4.64,5.41,,6.32
Adarkar Wastes,0.38,0.99,0.23,160.52631578947367,-39.47368421052632,1017.0,live,0.891,123.01052631578946,$0-1,0.39,559858,True,1.49,0.23,0.23,,0.39
Ghostly Flicker,2.45,2.49,1.56,1.632653061224491,-36.3265306122449,689.0,live,2.241,-13.002448979591843,$2-5,1.89,507400,True,1.49,1.08,1.08,,1.89
Swamp (0274),0.36,1.29,0.15,258.33333333333337,-58.333333333333336,2376.0,live,1.161,206.7333333333334,$0-1,,529991,True,1.49,0.27,0.27,,0.15
Chthonian Nightmare,0.55,1.29,0.35,134.54545454545453,-36.36363636363637,1046.0,live,1.161,100.77090909090909,$0-1,0.59,548588,True,1.49,0.3,0.3,,0.59
Oketra's Monument,3.25,5.99,2.21,84.30769230769232,-32.0,661.0,live,5.391,57.76738461538462,$2-5,,129750,False,1.49,,2.98,16639,2.21
HYDRA Assault Robot,0.18,0.35,0.15,94.44444444444444,-16.666666666666664,1426.0,live,0.315,66.44444444444444,$0-1,0.15,697026,True,1.49,0.05,0.05,,0.15
"Koma, World-Eater",0.52,1.49,0.33,186.53846153846152,-36.53846153846153,755.0,live,1.341,145.27692307692303,$0-1,0.57,591324,True,1.49,0.39,0.39,,0.57
Walking Atlas,1.66,1.79,1.19,7.831325301204826,-28.3132530120482,892.0,live,1.611,-7.696385542168667,$1-2,1.33,34464,True,1.49,0.78,0.78,,1.33
Swiftfoot Boots,2.6,4.49,2.08,72.6923076923077,-20.0,718.0,live,4.041,47.824615384615385,$2-5,2.46,591210,True,1.49,2.0,2.0,,2.46
Red Hulk,0.2,0.35,0.15,74.99999999999997,-25.000000000000007,916.0,live,0.315,49.79999999999998,$0-1,0.15,696662,True,1.49,0.14,0.14,,0.15
Assassin's Trophy,0.99,1.49,0.38,50.505050505050505,-61.61616161616161,783.0,live,1.341,28.832323232323223,$0-1,0.78,687603,True,1.49,0.71,0.71,,0.78
Junk Diver,0.27,0.59,0.15,118.51851851851848,-44.44444444444445,719.0,live,0.531,87.05185185185181,$0-1,0.24,552793,True,1.49,0.1,0.1,,0.24
